,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
moveit_ros_move_group,"('moveit_ros_move_group', 1.0)","('moveit_goal_builder', 0.8181616010608278)","('moveit_planners', 0.7977108627496646)","('stomp_moveit', 0.7889007168092498)","('moveit_ros', 0.7786411051668793)","('moveit_robots', 0.765190113632068)","('moveit_ros_planning', 0.753045572328527)","('r2_moveit_generated', 0.7332943258074549)","('moveit_ros_benchmarks', 0.7106883531341625)","('moveit_commander', 0.7008379285931229)","('rqt_moveit', 0.6911329096820239)","('moveit_ros_perception', 0.6734157409490601)","('industrial_moveit', 0.640331956167652)","('cob_obstacle_distance_moveit', 0.6212809738443205)","('moveit_simple_grasps', 0.6100408746012174)","('moveit_ros_manipulation', 0.5985841449354208)","('moveit_msgs', 0.5805469083252955)","('moveit_visual_tools', 0.5664892635382731)","('cob_moveit_bringup', 0.5587357644655006)","('moveit_ros_visualization', 0.5469098259479624)"
rtt_std_srvs,"('rtt_std_srvs', 1.0)","('rtt_rosgraph_msgs', 0.9964714768416041)","('rtt_stereo_msgs', 0.9947347360038286)","('rtt_geometry_msgs', 0.9836887320770298)","('rtt_sensor_msgs', 0.9747087221521599)","('rtt_nav_msgs', 0.9623066564047535)","('rtt_visualization_msgs', 0.9503932671974266)","('rtt_ros_msgs', 0.8714401297233073)","('rtt_roscomm', 0.8274417892186434)","('rtt_ros_comm', 0.8088726907441344)","('rtt', 0.7983164391066528)","('rtt_actionlib', 0.7840337619968966)","('rtt_rosparam', 0.7676080864196418)","('rtt_rosclock', 0.7581373922996036)","('rtt_common_msgs', 0.7059066780422737)","('rtt_tf', 0.6542616928294344)","('rtt_ros_integration', 0.5418582093081665)","('kdl_typekit', 0.5146834806509436)","('micros_mars_task_alloc', 0.4467833461335614)","('rtt_geometry', 0.44306813519373134)"
urdf_processing_tools,"('urdf_processing_tools', 1.0)","('urdf_transform', 0.7066216215410173)","('urdf_viewer', 0.7029290078113487)","('graspit_tools', 0.697259466044111)","('urdf_traverser', 0.6938614378446537)","('plot_tools', 0.6918174628143454)","('pointcloud_tools', 0.6883569096072468)","('hrpsys_tools', 0.6851288507940211)","('people_tracking_filter', 0.6769824157590996)","('bag_tools', 0.6684171328389596)","('openrtm_tools', 0.6671791668610272)","('oros_tools_examples', 0.6588991362542044)","('urdf_parser', 0.6447582182485656)","('jpeg_streamer', 0.6373793567894411)","('urdf_geometry_parser', 0.6325985016331953)","('nodelet_topic_tools', 0.6203705606570157)","('urdf_parser_plugin', 0.608738097935927)","('variant_topic_tools', 0.6046972543556733)","('synchronization_tools', 0.594608739874858)","('collada_parser', 0.5791430276438747)"
motoman,"('motoman', 1.0)","('motoman_sia10f_support', 0.9623331029837823)","('motoman_driver', 0.9459693186538424)","('motoman_sia20d_moveit_config', 0.8789202744974317)","('motoman_sia20d_support', 0.8204540212740616)","('motoman_sda10f_moveit_config', 0.7842424526501769)","('motoman_sia5d_support', 0.7127163911622213)","('schunk_libm5api', 0.5637911206999089)","('industrial_collision_detection', 0.5376428462146191)","('industrial_utils', 0.5323924021194267)","('convex_decomposition', 0.5057684773048512)","('ur5_moveit_config', 0.5007854129615483)","('industrial_robot_simulator', 0.4970881639539243)","('ur_kinematics', 0.48788477511173567)","('ur_gazebo', 0.467347682439895)","('rxbag', 0.4584869903407227)","('cob_grasp_generation', 0.45258447387332124)","('industrial_moveit', 0.4287269662384652)","('fanuc_driver', 0.40553112586716566)","('ur_modern_driver', 0.40184332606950757)"
openrtm_tools,"('openrtm_tools', 1.0)","('rosemacs', 0.9576539552507429)","('pointcloud_tools', 0.9444934389900391)","('bag_tools', 0.9368783427771125)","('oros_tools_examples', 0.9057640858934387)","('shape_tools', 0.8964965709586461)","('people_tracking_filter', 0.8724718967505516)","('jpeg_streamer', 0.8363312819156943)","('nodelet_topic_tools', 0.8346009649179287)","('imu_tools', 0.817051973940669)","('oros_tools', 0.7989897276506464)","('cpr_multimaster_tools', 0.7866846318155035)","('naoqi_tools', 0.7711058426725873)","('tf_tools', 0.7316207700355604)","('gperftools_21', 0.7290247073399652)","('swig-wx', 0.6926256648502312)","('rosjava_build_tools', 0.6788481151994518)","('cob_command_tools', 0.6779324231508027)","('rosauth', 0.6710126618471671)","('urdf_processing_tools', 0.6671791668610272)"
simple_voice,"('simple_voice', 1.0)","('cram_reasoning', 0.894640584834432)","('voice_text', 0.8238848549814624)","('simple_arm', 0.8012224778821987)","('simple_drive', 0.7884476804374281)","('surface_perception', 0.7258729903031811)","('simple_robot_control', 0.7060433888377053)","('ecl_exceptions', 0.6866455753944053)","('moveit_simple_grasps', 0.6826527591749196)","('linux_peripheral_interfaces', 0.6534591314726999)","('simple_navigation_goals_tutorial', 0.6278586944465941)","('ecl_math', 0.6153322636842563)","('gridmap_2d', 0.599830975294214)","('nav_pcontroller', 0.5666049190710138)","('ecl_sigslots_lite', 0.5506769746601328)","('mbf_simple_nav', 0.5324642916909982)","('binpicking_simple_utils', 0.526587807940668)","('bwi_rqt_plugins', 0.5105126286795243)","('ecl_sigslots', 0.5035984587942868)","('turtlebot3_fake', 0.47736388702287313)"
rosjava_test_msgs,"('rosjava_test_msgs', 1.0)","('self_test', 0.784636709872467)","('stomp_test_support', 0.7669147446716078)","('test_osm', 0.7640681716989616)","('rosjava_dynamic_reconfigure', 0.7227795235531096)","('catch_ros', 0.7196562347665995)","('rosjava_messages', 0.6902250171697011)","('sr_self_test', 0.6693288866250732)","('pr2_self_test', 0.6412045956649405)","('rosjava_extras', 0.6205380680657656)","('pr2_self_test_msgs', 0.5541634716787718)","('variant_topic_test', 0.53496211178156)","('webtest', 0.5156145010505784)","('rosjava_core', 0.49234042776186737)","('lama_msgs', 0.4824793916443395)","('diagnostic_aggregator', 0.4696792954433586)","('basic_states_skill_msgs', 0.4561753164236495)","('rosunit', 0.4538215260303784)","('diagnostic_msgs', 0.44221127657497816)","('wireless_msgs', 0.43041296726464373)"
op3_description,"('op3_description', 1.0)","('open_manipulator_description', 0.8051711271050994)","('robotis_op3_msgs', 0.794730834399616)","('op3_online_walking_module_msgs', 0.7889519723365427)","('op3_action_module_msgs', 0.7786641162949725)","('robotis_op3_tools', 0.7697004506695909)","('op3_base_module', 0.7678025929836735)","('op3_balance_control', 0.7550026313854832)","('op3_action_module', 0.7505246619893621)","('thormang3_description', 0.7456424030617527)","('op3_online_walking_module', 0.7445137484871907)","('rh_p12_rn_description', 0.7431841668756756)","('op3_kinematics_dynamics', 0.7404405984480391)","('op3_head_control_module', 0.7359940977472702)","('op3_web_setting_tool', 0.7216656275072363)","('cm_740_module', 0.7188479181969671)","('robotis_controller_msgs', 0.7088377257611524)","('turtlebot3_panorama', 0.7060295082555353)","('thormang3_ppc', 0.7042149574649333)","('rh_p12_rn', 0.699941863167458)"
ecl,"('ecl', 1.0)","('ecl_linear_algebra', 0.8501721685250286)","('ecl_streams', 0.8389281328137921)","('ecl_eigen', 0.7994184103900408)","('ecl_converters', 0.7956538191389224)","('ecl_errors', 0.7658622600224172)","('ecl_command_line', 0.7277558715331923)","('ecl_manipulators', 0.718417717754291)","('ecl_filesystem', 0.7062125472939154)","('ecl_time_lite', 0.6609188612171993)","('ecl_ipc', 0.6563429228875135)","('ecl_navigation_apps', 0.6364426869683002)","('ecl_math', 0.6201203540920669)","('ecl_devices', 0.6131784417997955)","('ecl_threads', 0.6131195423293332)","('ecl_config', 0.6074863630850128)","('ecl_manipulation', 0.5787516825826654)","('convenience_math_functions', 0.5592084478648867)","('ros_full', 0.5331603435304592)","('ecl_sigslots', 0.5247352309906989)"
rtt_ros_msgs,"('rtt_ros_msgs', 1.0)","('rtt_rospack', 0.9097892463732956)","('rtt_rosnode', 0.8865893460395854)","('rtt_ros', 0.8758689113942261)","('rtt_diagnostic_msgs', 0.8749406948482462)","('rtt_std_srvs', 0.8714401297233073)","('rtt_rosgraph_msgs', 0.869710686569079)","('rtt_stereo_msgs', 0.8679985362644548)","('rtt_geometry_msgs', 0.8584838473715491)","('rtt_rosclock', 0.8539671818611911)","('rtt_actionlib', 0.8497423574131674)","('rtt_rosdeployment', 0.8472595219770863)","('rtt_rosparam', 0.8346715584415727)","('rtt_visualization_msgs', 0.8188264852283994)","('rtt_tf', 0.7289982452631196)","('rtt_ros_integration', 0.6701539250415438)","('rtt_geometry', 0.5567676873799332)","('micros_mars_task_alloc', 0.5274904669880425)","('rosatomic', 0.4578416857228367)","('soem_master', 0.4438141583293491)"
diagnostic_analysis,"('diagnostic_analysis', 1.0)","('warehouse_ros', 0.6678941650496236)","('roboteq_diagnostics', 0.5665734158844161)","('rosbag_migration_rule', 0.5423427644083585)","('mongodb_store', 0.510725449388146)","('imu_compass', 0.499452781699244)","('imu_monitor', 0.4839878527062307)","('twistimu', 0.4528276463422549)","('ml_classifiers', 0.4322424003989641)","('roslz4', 0.42855342056382306)","('zeroconf_avahi_demos', 0.42629699231321894)","('imu_processors', 0.4194933881473839)","('razor_imu_9dof', 0.41714147549284797)","('monocam_settler', 0.407469438110744)","('imu_filter_madgwick', 0.40587622790004196)","('libsensors_monitor', 0.3995727590963194)","('dnn_detect', 0.39809640007577496)","('spatial_temporal_learning', 0.394538677579792)","('imu_transformer', 0.38960580629635344)","('rosserial_msgs', 0.38065978119003274)"
image_recognition_msgs,"('image_recognition_msgs', 1.0)","('speech_recognition_msgs', 0.7897876890633319)","('image_recognition_rqt', 0.7591356098391994)","('rail_recognition', 0.6828275897922222)","('rwt_image_view', 0.6721991698568806)","('rosbag_image_compressor', 0.650306921561161)","('image_proc', 0.6487877198787381)","('resized_image_transport', 0.6309254449331765)","('imagesift', 0.6235247321863654)","('image_overlay_scale_and_compass', 0.6188182384269372)","('cob_image_flip', 0.6157763413381908)","('object_recognition_tod', 0.5934341574063221)","('image_view2', 0.5851738021041901)","('compressed_image_transport', 0.5831182843785879)","('object_recognition_linemod', 0.5802957792152941)","('compressed_depth_image_transport', 0.5736019065373583)","('object_recognition_core', 0.5551632357008939)","('image_transport', 0.5501903946411639)","('hugin_panorama', 0.5487272596509274)","('image_pipeline', 0.541395778837915)"
resized_image_transport,"('resized_image_transport', 1.0)","('image_overlay_scale_and_compass', 0.9878414164150545)","('image_proc', 0.9862821491899572)","('rosbag_image_compressor', 0.9828666943055987)","('screen_grab', 0.9743258674226315)","('imagezero_image_transport', 0.963215516940332)","('imagesift', 0.9477664581035838)","('rwt_image_view', 0.9355744127217417)","('cob_image_flip', 0.9084772616582705)","('image_stream', 0.8907424491055979)","('hugin_panorama', 0.8710972827989423)","('image_view', 0.8408959755284904)","('image_pipeline', 0.8274532159122627)","('ecto_image_pipeline', 0.7759030504820901)","('image_geometry', 0.7523429360057732)","('pr2_image_snapshot_recorder', 0.7251866171741567)","('image_cb_detector', 0.7136277640298418)","('depth_image_proc_jsk_patch', 0.6983670449739816)","('cv_bridge', 0.6866960266596576)","('ros_web_video', 0.6690420899735743)"
thormang3_gazebo,"('thormang3_gazebo', 1.0)","('turtlebot3_gazebo_ros', 0.8332798691356592)","('op3_gazebo', 0.8066629379165775)","('open_cr_module', 0.7742962375335061)","('thormang3_description', 0.7541360181941881)","('thormang3_gripper_module', 0.7392935316792204)","('thormang3_ppc', 0.7294951507222326)","('thormang3_base_module', 0.7290580368082733)","('thormang3_msgs', 0.7200653636284542)","('thormang3_walking_module', 0.7161697541165137)","('thormang3_sensors', 0.7107678816368492)","('thormang3_walking_module_msgs', 0.7096731287910337)","('thormang3_tools', 0.7086259186882988)","('rh_p12_rn_base_module', 0.7056328030489527)","('thormang3_offset_tuner_client', 0.7033639241956723)","('thormang3_manipulation_module_msgs', 0.7029414977870484)","('cm_740_module', 0.6960247412244276)","('thormang3_manager', 0.692106181632158)","('thormang3_offset_tuner_server', 0.6897234480329032)","('rh_p12_rn_base_module_msgs', 0.6890626239270145)"
allocators,"('allocators', 1.0)","('slic', 0.6780325114397525)","('soem_ebox', 0.6488977033616397)","('clasp', 0.5441560123867122)","('segbot_description', 0.513343412480956)","('urdf_parser_plugin', 0.49012087304345087)","('sr_utilities', 0.4710810819603999)","('ocl', 0.4658245623154489)","('cram_utilities', 0.461159254980979)","('flann', 0.4562466829432601)","('convenience_math_functions', 0.4525639760682354)","('ecl_time', 0.4518763484685995)","('rtt_kdl_conversions', 0.4389586736206941)","('rtt_ros_integration', 0.428799187382637)","('eigen_conversions', 0.4267523156876838)","('cob_vision_utils', 0.4171351202782281)","('urdf_tutorial', 0.4136443602625166)","('ivcon', 0.40807760546468264)","('nodelet', 0.40504558170644533)","('yocs_virtual_sensor', 0.40394153754868556)"
wifi_ddwrt,"('wifi_ddwrt', 1.0)","('linksys_access_point', 0.8218465555280201)","('hostapd_access_point', 0.8126843459982245)","('semantic_point_annotator', 0.7020920130447454)","('depthcloud_encoder', 0.6035718203581566)","('range_msgs', 0.5660504672682771)","('pcl_msgs', 0.5134010661263954)","('pcl_ros', 0.5049103338850939)","('ethzasl_icp_mapper_experiments', 0.48148325904898215)","('ethzasl_point_cloud_vtk_tools', 0.4527215353894197)","('urdfdom_py', 0.42434848250683377)","('gcloud_speech', 0.3995523280144664)","('audio_capture', 0.3875381903581748)","('freenect_launch', 0.38427604941664084)","('arni_processing', 0.374230305105979)","('fetcheus', 0.3686596254100212)","('arm_components_name_manager', 0.3665589242566474)","('enu', 0.36061409114783016)","('stream_manipulator_3d', 0.35810212067489444)","('world_canvas_client_py', 0.35382650793498704)"
nav_core,"('nav_core', 1.0)","('mbf_abstract_core', 0.7175900401949941)","('base_local_planner', 0.6513379814446273)","('teb_local_planner', 0.5795167741783634)","('fulanghua_waypoints_nav', 0.5478693932275706)","('mbf_costmap_nav', 0.5244003897505009)","('navfn', 0.5088712424355853)","('rotate_recovery', 0.5062430230988183)","('ihmc_ros_core', 0.49880094463148184)","('descartes_planner', 0.49319864862643825)","('pddl_planner', 0.48071758920758056)","('homer_nav_libs', 0.46687196863728664)","('mbf_msgs', 0.46263301022072933)","('carrot_planner', 0.4579786048692589)","('squirrel_waypoint_msgs', 0.452973526581002)","('humanoid_nav_msgs', 0.4352471891011841)","('ros_environment', 0.4289313425780431)","('downward', 0.4258979077892763)","('path_navigation_msgs', 0.4237443441558808)","('lama_interfaces', 0.4123791796882248)"
innok_heros_control,"('innok_heros_control', 1.0)","('yumi_control', 0.8999309483915466)","('r2_control', 0.8714318615938766)","('icart_mini_control', 0.8561280086749176)","('minas_control', 0.7581456185410468)","('control_toolbox', 0.721324790199221)","('agvs_pad', 0.6822290206096492)","('nav2d_remote', 0.664150032829803)","('rotors_control', 0.6570465872780806)","('pheeno_ros', 0.6431933988424835)","('agvs_control', 0.626013424616343)","('agvs_robot_control', 0.6171523585573304)","('cob_control', 0.6135156142780859)","('rbcar_robot_control', 0.6127229985067887)","('gazebo_ros_control', 0.6068821066347222)","('canopen_402', 0.600837594017027)","('jaguar_control', 0.591371637943566)","('rb1_base_control', 0.5751652104635111)","('cob_docker_control', 0.5614272539826588)","('ypspur', 0.5584922240671834)"
household_objects_database_msgs,"('household_objects_database_msgs', 1.0)","('im_msgs', 0.9080636618054984)","('folaga_msgs', 0.9063590068305082)","('shape_msgs', 0.8964628262297609)","('lighting_msgs', 0.887178912272047)","('homer_ptu_msgs', 0.871770664457668)","('mavros_msgs', 0.8612296902897043)","('kartech_linear_actuator_msgs', 0.8512365248265609)","('homer_msgs', 0.8193753142845079)","('aruco_msgs', 0.7929048954159764)","('marti_can_msgs', 0.7513443826615583)","('marti_status_msgs', 0.7269591918276054)","('manipulation_msgs', 0.7130199723693778)","('joy_listener', 0.7092831472833043)","('ihmc_msgs', 0.7011547058693588)","('trajectory_msgs', 0.6927251211343971)","('marti_perception_msgs', 0.6891076357826622)","('ur_msgs', 0.6834091778504812)","('diagnostic_msgs', 0.6811328539546196)","('geographic_msgs', 0.6779658650974512)"
grizzly_teleop,"('grizzly_teleop', 1.0)","('cmd_vel_smoother', 0.6277119541426518)","('multikey_teleop', 0.6045677908501997)","('grizzly_simulator', 0.5930553191740138)","('teleop_twist_keyboard', 0.5441695559146066)","('p2os_teleop', 0.5416074496534641)","('teleop_twist_joy', 0.5345722308419031)","('magni_teleop', 0.5108086088774156)","('b21_teleop', 0.5008629148815958)","('universal_teleop', 0.4967806931085862)","('or_nodes', 0.4928771239545695)","('rosnode', 0.48256972620892213)","('loki_teleop', 0.4757988776974258)","('yocs_cmd_vel_mux', 0.4574763191078488)","('bwi_joystick_teleop', 0.4511963339535543)","('grizzly_description', 0.43353063778976475)","('teleop_tools_msgs', 0.41606915999951277)","('declination', 0.3932035207396041)","('pr2_joint_teleop', 0.3852699396562138)","('pr2_teleop_app', 0.3843320605216245)"
rtt_nav_msgs,"('rtt_nav_msgs', 1.0)","('rtt_std_msgs', 0.966404815577993)","('rtt_diagnostic_msgs', 0.9652064759530373)","('rtt_std_srvs', 0.9623066564047535)","('rtt_actionlib_msgs', 0.9510546578266972)","('rtt_trajectory_msgs', 0.9360700373411792)","('rtt_visualization_msgs', 0.9227363019934106)","('rtt_ros_msgs', 0.8425213942507582)","('rtt_roscomm', 0.7728153158088791)","('rtt_ros_comm', 0.7538079505126258)","('rtt', 0.7458930045943903)","('rtt_actionlib', 0.7294541065870838)","('rtt_rosdeployment', 0.7127127742358578)","('rtt_rosclock', 0.7080599857153054)","('rtt_ros', 0.6962894201342581)","('rtt_tf', 0.62160488428142)","('rtt_ros_integration', 0.5005286625990816)","('uuid_msgs', 0.4670888066374146)","('r2_msgs', 0.46241445383056057)","('rapid_pbd_msgs', 0.44712848347973466)"
puma_motor_msgs,"('puma_motor_msgs', 1.0)","('geographic_msgs', 0.912208821335381)","('ros_topology_msgs', 0.9001850792838852)","('r2_msgs', 0.8931683889745252)","('jaguar_msgs', 0.8881058458775666)","('multimaster_msgs_fkie', 0.8649925530248206)","('batteries_skill_msgs', 0.8458001427464183)","('touch_skill_msgs', 0.8444647331826105)","('rosgraph_msgs', 0.8385063478837884)","('ibeo_msgs', 0.8246312204391879)","('grasping_msgs', 0.8214475713293826)","('basic_states_skill_msgs', 0.8131850576695979)","('arbotix_msgs', 0.8106989366513854)","('nmea_msgs', 0.7754776834389574)","('posedetection_msgs', 0.7414733462817099)","('maggie_eyelids_msgs', 0.7345791308245465)","('robotnik_msgs', 0.7132007688822312)","('rail_pick_and_place_msgs', 0.7087375619217227)","('twist_mux_msgs', 0.6989594283351137)","('md49_messages', 0.6893807298637115)"
crsm_slam,"('crsm_slam', 1.0)","('openslam_gmapping', 0.8572978167745767)","('cartographer', 0.7955817033938373)","('mrpt_ekf_slam_2d', 0.7826802041772626)","('cartographer_ros', 0.7682265108649053)","('ekf_localization', 0.7662534386892698)","('ecl_slam', 0.7144365043029213)","('cartographer_rviz', 0.6800441733893541)","('fulanghua_ekf_2d', 0.6606292435596174)","('mrpt_rawlog', 0.6001706236766071)","('mrpt_localization', 0.5805412195040014)","('roomblock_mapping', 0.5346155383415886)","('nav2d_karto', 0.5016976324518602)","('ethzasl_icp_mapping', 0.4968074858339988)","('ieee80211_channels', 0.4890883587544228)","('rtabmap_ros', 0.4801610354439345)","('ndt_visualisation', 0.47330439285041415)","('mrpt_msgs', 0.4641698222752979)","('ethzasl_icp_mapper', 0.46220624996112325)","('pointcloud_to_laserscan', 0.4460290731889457)"
robotis_op3,"('robotis_op3', 1.0)","('op3_localization', 0.986327707813452)","('robotis_framework', 0.9755485393108135)","('robotis_controller_msgs', 0.9706109222673108)","('robotis_op3_demo', 0.9671655238694443)","('op3_walking_module', 0.9579713379577757)","('robotis_op3_tools', 0.9528482842046033)","('thormang3_opc', 0.9520677402625443)","('rh_p12_rn', 0.9475224653991084)","('op3_balance_control', 0.9415063625511354)","('ati_ft_sensor', 0.9369522347316188)","('motion_module_tutorial', 0.9364758444992269)","('op3_manager', 0.933056923693098)","('thormang3_common', 0.9296186298897711)","('dynamixel_sdk', 0.9271472720892487)","('op3_action_module', 0.9217282786469182)","('op3_head_control_module', 0.9167450980910425)","('thormang3_gripper_module', 0.884928036908333)","('open_manipulator_position_ctrl', 0.8816534981189734)","('thormang3_manager', 0.8759901013866959)"
rospeex_audiomonitor,"('rospeex_audiomonitor', 1.0)","('rospeex', 0.779003919232312)","('rospeex_core', 0.6620879550846759)","('apriltags_ros', 0.6387339539829548)","('epos_library', 0.6085126158332349)","('rospeex_msgs', 0.5431443778043654)","('vs060', 0.5176029175172419)","('apriltags', 0.5015160680638577)","('rosatomic', 0.4988766401256062)","('pano_py', 0.4896815789815573)","('generic_throttle', 0.4806150175561378)","('logger_binding', 0.4733108233191824)","('termcolor', 0.4711190880932623)","('rosconsole', 0.4650972182357884)","('tblib', 0.462771157589708)","('assimp_devel', 0.4623186648275721)","('libsiftfast', 0.46038593433328967)","('pano_core', 0.4585992248616888)","('tork_rpc', 0.4549279695343216)","('rosparam_shortcuts', 0.44966544965251076)"
multires_image,"('multires_image', 1.0)","('resized_image_transport', 0.9916917239024028)","('screen_grab', 0.9875606423454293)","('stereo_image_proc', 0.9839733128476358)","('theora_image_transport', 0.9653937331303122)","('imagesift', 0.9539516399509343)","('image_publisher', 0.9414046624740482)","('compressed_depth_image_transport', 0.9328050880343726)","('image_transport', 0.9116009659743595)","('hugin_panorama', 0.8775001102157185)","('image_view', 0.8572104624222113)","('ros_http_video_streamer', 0.845106569279889)","('image_transport_plugins', 0.8190643288815693)","('rqt_image_view', 0.7861872616835721)","('image_geometry', 0.7544152155366313)","('op3_ball_detector', 0.7390775224459217)","('pr2_image_snapshot_recorder', 0.7324324115051613)","('image_cb_detector', 0.7162379606919915)","('cv_bridge', 0.6924266733586285)","('ros_web_video', 0.6839517720657514)"
grizzly_simulator,"('grizzly_simulator', 1.0)","('velodyne_simulator', 0.746920348129412)","('grizzly_desktop', 0.6416836649583929)","('grizzly_teleop', 0.5930553191740138)","('grizzly_navigation', 0.5359620748529647)","('grizzly_gazebo_plugins', 0.5055877003156124)","('grizzly_description', 0.4974977783423651)","('segbot_simulator', 0.483601100751647)","('segbot_simulation_apps', 0.46386742335141773)","('arni', 0.4228378700937765)","('multimaster_fkie', 0.37671202410052107)","('ros_base', 0.35823321552674914)","('mvsim', 0.3502938977625677)","('nao_interaction_launchers', 0.3478501090060264)","('baxter_simulator', 0.3400480210559256)","('stdr_parser', 0.3354020684576402)","('velodyne_utils', 0.3249699147863099)","('rtshell_core', 0.31925669365323905)","('geographic_info', 0.3184854603597167)","('ros_emacs_utils', 0.31205822106041814)"
yocs_velocity_smoother,"('yocs_velocity_smoother', 1.0)","('people_velocity_tracker', 0.6804987756264904)","('ros_numpy', 0.6148819162325428)","('cmd_vel_mux', 0.6018466358803833)","('ros_type_introspection', 0.5895199283447209)","('tango_ros_messages', 0.5470727700993183)","('rosgraph_msgs', 0.5255464371547399)","('rovio_shared', 0.5095600001170044)","('applanix_msgs', 0.5019369713982257)","('geographic_msgs', 0.48668367839785653)","('cmd_vel_smoother', 0.47180924153080817)","('batteries_skill_msgs', 0.46651248840235926)","('arbotix_msgs', 0.44738351730003156)","('gateway_msgs', 0.440648594830918)","('pal_motion_model_msgs', 0.4397718440841576)","('four_wheel_steering_msgs', 0.4375698868091724)","('mav_comm', 0.4307263504821761)","('smart_battery_msgs', 0.4256253091033826)","('uuid_msgs', 0.422607214200726)","('velocity_controllers', 0.4218320284094198)"
keyboard,"('keyboard', 1.0)","('turtlebot', 0.9146905831634056)","('rocon_app_platform', 0.8907400003442815)","('stage', 0.8849844385180891)","('executive_smach', 0.8672295689401467)","('turtlebot_dashboard', 0.8103367590463004)","('perception', 0.7891896596300269)","('turtlebot_apps', 0.7716766767759625)","('turtlebot_teleop', 0.7662484419639811)","('rospy', 0.7583951419309165)","('pr2_ethercat_drivers', 0.7441778249197588)","('openni2_camera', 0.7435872252187196)","('kobuki_msgs', 0.7414990838710372)","('robot', 0.7412946246124277)","('joy', 0.7326321651254093)","('navigation', 0.7217277868682429)","('libpcan', 0.716794591171271)","('rosserial_arduino', 0.7157938999565164)","('pr2', 0.7134321260351625)","('roch_bringup', 0.7094169948536234)"
rxgraph,"('rxgraph', 1.0)","('rosparam_shortcuts', 0.6650419945825503)","('rosgraph', 0.6002814483694897)","('ecl_command_line', 0.4973638931158597)","('uavc_v4lctl', 0.4810177278363974)","('epos_library', 0.4772183975934112)","('rosconsole', 0.44720468556797077)","('opengm', 0.40879274391677123)","('rqt_runtime_monitor', 0.40249955474247967)","('libconcorde_tsp_solver', 0.39690449390735116)","('cl_utilities', 0.3936331813317656)","('rqt_console', 0.3918571344233881)","('rqt_topic', 0.390392627343083)","('webargs', 0.38377462080652314)","('ecl_errors', 0.3814107781959861)","('apriltags_ros', 0.37736605781681454)","('libpointmatcher', 0.36971106537540765)","('libnabo', 0.3660761022120912)","('libmavconn', 0.36317629289080433)","('uwsim_osgworks', 0.3609181958023644)"
lost_comms_recovery,"('lost_comms_recovery', 1.0)","('rb1_base_purepursuit', 0.9088391432239299)","('rb1_base_pad', 0.8911299036991825)","('move_base_to_manip', 0.8095974088769357)","('featurenav_base', 0.7349049624530634)","('rb1_base_description', 0.7243224328121951)","('move_base_msgs', 0.6965950950269729)","('elevator_move_base_pr2', 0.6856338453359725)","('loki_base_node', 0.6587941117040308)","('move_slow_and_clear', 0.624802664923239)","('rb1_base_sim', 0.6058897872734959)","('lama_jockeys', 0.550623042864793)","('move_base_flex', 0.538521265313025)","('md49_serialport', 0.5178090725917113)","('nodelet', 0.4941148776979285)","('goto_crossing', 0.47097322264280383)","('turtlebot_dashboard', 0.4400800400097349)","('roch_base', 0.42431210362918215)","('pr2_base_trajectory_action', 0.4200184181852099)","('turtlebot3_example', 0.3999472649553599)"
bwi_joystick_teleop,"('bwi_joystick_teleop', 1.0)","('p2os_teleop', 0.7710906261401084)","('joy_mouse', 0.7611563938507341)","('magni_teleop', 0.7247454135227852)","('multikey_teleop', 0.713798083791713)","('b21_teleop', 0.7006441055401873)","('rmp_teleop', 0.6787868728870693)","('youbot_teleop', 0.6272907629029717)","('universal_teleop', 0.5959852827705153)","('pr2_teleop_general', 0.5866119754628031)","('pr2_teleop_app', 0.5721184813487902)","('yocs_keyop', 0.54830607946671)","('safe_teleop_pr2', 0.5363210829244127)","('teleop_tools_msgs', 0.527732447825051)","('pr2_ps3_joystick_app', 0.47967204658305995)","('concert_qt_teleop', 0.4716726548948018)","('pr2_navigation_teleop', 0.4620902481351683)","('tblib', 0.4481953919770669)","('bwi_tasks', 0.4454000762186947)","('cob_interactive_teleop', 0.4397894687386712)"
arni_rqt_overview_plugin,"('arni_rqt_overview_plugin', 1.0)","('rqt_dep', 0.9263022068810317)","('rqt_multiplot', 0.8957886029089338)","('rqt_console', 0.8907445879423889)","('rqt_top', 0.8732360071348348)","('rqt_publisher', 0.8623303559676138)","('rqt_topic', 0.8595156980301254)","('rqt_bag_plugins', 0.8580599472186512)","('rqt_msg', 0.8419047467454964)","('rqt_service_caller', 0.7795168526659026)","('rqt_graph', 0.738436194236025)","('tensorflow_ros_rqt', 0.7336933495355578)","('rqt_action', 0.7296200613084887)","('rqt_pose_view', 0.7147923978822953)","('rqt_ez_publisher', 0.687023928011864)","('rqt_py_console', 0.684179095792037)","('rqt_wrapper', 0.6741727105213688)","('arni_gui', 0.6697032895671026)","('rqt_launch', 0.6558771183305444)","('rqt_gui_py', 0.6301749465656734)"
